01_prenom,02_genre,03_nom,04_age,05_niveau,06_attaque,07_defense,08_physique,09_technique,10_endurance,11_forme
marzena,f,HAWK,14,Junior,51,72,44,73,45,36
marzio,m,GOLDSMITH,13,Junior,71,79,57,80,39,63
masego,f,RADER,31,Adulte,59,94,97,71,62,66
masha,f,CRANDALL,11,Junior,82,92,64,30,62,73
mason,m,REYNOSO,14,Junior,49,76,70,45,94,45
masood,m,SHOOK,10,Junior,37,88,32,56,69,91
massimiliano,m,ABERNATHY,24,Adulte,100,51,53,30,100,48
massimo,m,BAER,19,Adulte,86,67,41,79,75,64
masterman,m,OLIVAS,13,Junior,99,81,71,41,84,49
mas'ud,m,GRAYSON,11,Junior,48,54,77,87,80,43
masuyo,m,BARTLEY,13,Junior,84,83,85,77,89,94
mat,m,HENNING,20,Adulte,56,33,35,34,86,70
máté,m,PARR,22,Adulte,92,62,41,85,58,75
matej,m,DUFF,27,Adulte,42,50,59,89,93,73
mateja,f,BRUNSON,12,Junior,73,37,57,100,79,67
mateo,m,BAUM,25,Adulte,59,100,40,49,83,94
mateus,m,ENNIS,13,Junior,37,75,47,67,60,40
mateusz,m,LAUGHLIN,21,Adulte,31,53,74,60,90,39
matheus,m,FOOTE,30,Adulte,58,48,62,88,34,75
mathew,m,VALADEZ,22,Adulte,74,83,47,87,92,96
mathias,m,ADAMSON,19,Adulte,87,44,98,50,82,82
mathieu,m,BEGAY,13,Junior,51,85,78,45,53,86
mathilda,f,STOVALL,28,Adulte,52,31,96,44,41,100
mathilde,f,LINCOLN,32,Adulte,45,97,96,80,99,83
mathis,m,CHEUNG,28,Adulte,34,47,89,66,63,71
mathúin,m,MALLOY,26,Adulte,64,61,34,80,56,54
matias,m,RIDER,21,Adulte,51,61,65,31,46,68
matija,m,GIORDANO,34,Adulte,80,78,30,32,100,75
matild,f,JANSEN,12,Junior,53,97,84,86,37,71
matilda,f,LOPES,11,Junior,44,84,47,34,92,80
matilde,f,ARNETT,33,Adulte,48,39,60,31,54,32
matjaz,m,PENDLETON,15,Junior,84,99,94,53,50,49
matleena,f,GAGE,20,Adulte,42,46,64,66,34,91
matrona,f,BARRAGAN,27,Adulte,84,71,80,45,94,44
matryona,f,KEYES,32,Adulte,91,68,47,54,35,70
mats,m,NAVARRETE,11,Junior,33,61,88,42,97,61
matt,m,AMADOR,28,Adulte,76,73,97,82,97,87
matteo,m,HOFFMANN,20,Adulte,84,78,40,72,67,46
matthew,m,SCHILLING,19,Adulte,46,83,36,54,95,40
matthias,m,HAWTHORNE,21,Adulte,33,53,76,92,60,50
matthieu,m,PERDUE,22,Adulte,59,48,96,94,45,48
matti,m,SCHREIBER,31,Adulte,51,80,94,43,92,66
mattia,m,AREVALO,32,Adulte,40,78,87,33,45,71
mattie,f,NAYLOR,31,Adulte,96,92,58,58,87,58
mattithyahu,m,DELUCA,20,Adulte,87,60,91,74,79,96
matty,m,MARCUM,16,Junior,45,37,58,30,58,38
matvei,m,ALTMAN,10,Junior,61,82,33,68,36,40
mátyás,m,MARK,17,Junior,74,68,57,31,77,68
matylda,f,CHADWICK,30,Adulte,48,59,82,80,49,61
maud,f,DOAN,20,Adulte,99,54,50,75,87,49
maude,f,EASLEY,33,Adulte,93,54,94,88,69,97
maudie,f,LADD,19,Adulte,90,38,52,70,90,61
mauno,m,WOODALL,13,Junior,98,88,97,43,33,48
maura (1),f,BETANCOURT,15,Junior,70,82,88,77,79,72
maura (2),f,SHIN,34,Adulte,93,76,44,81,34,77
maureen,f,MAGUIRE,10,Junior,71,94,51,77,100,84
maurene,f,BELLAMY,23,Adulte,60,61,83,38,39,64
mauri,m,QUINTANILLA,12,Junior,46,45,37,64,43,34
maurice,m,HAM,29,Adulte,92,47,37,67,64,75
mauricio,m,SORENSON,34,Adulte,75,38,92,83,61,75
maurine,f,MATTSON,16,Junior,52,47,81,98,54,55
maurizio,m,BRENNER,14,Junior,92,94,50,92,76,59
mauro,m,MEANS,15,Junior,66,63,54,42,66,60
maurus,m,FAUST,26,Adulte,65,54,42,50,98,79
mave,f,CALLOWAY,31,Adulte,39,86,52,73,58,79
maverick,m,OJEDA,30,Adulte,32,30,94,61,38,68
mavis,f,MCNALLY,24,Adulte,81,99,59,66,63,95
mavourneen,f,DIETRICH,19,Adulte,37,75,99,90,49,50
mavreena,f,RANSOM,17,Junior,85,84,81,63,83,88
max,m,HARE,25,Adulte,30,50,95,45,65,40
maxene,f,FELTON,27,Adulte,38,98,51,75,51,57
maxim,m,WHITING,25,Adulte,41,34,71,85,64,44
maxime,m,BURKHART,16,Junior,97,67,55,67,75,45
maximiano,m,CLINTON,14,Junior,50,95,33,57,46,57
maximilian,m,SCHWARZ,34,Adulte,37,51,40,37,66,31
maximilien,m,CLEARY,20,Adulte,90,69,93,60,34,83
maximilienne,f,WETZEL,27,Adulte,76,52,31,43,89,47
maximillian,m,REAGAN,12,Junior,69,42,74,80,73,97
maximino,m,STJOHN,14,Junior,42,88,91,30,77,75
maximo,m,CHOW,14,Junior,93,38,32,42,70,100
maximus,m,HAUSER,22,Adulte,57,88,100,95,49,51
maxine,f,DUPREE,18,Adulte,53,49,60,94,43,64
maxwell,m,BRANNON,26,Adulte,54,73,37,70,49,65
may,f,LYLES,14,Junior,77,55,48,68,83,97
maya (1),f,PRATHER,28,Adulte,86,97,87,33,49,66
maya (2),f,WILLOUGHBY,14,Junior,71,36,93,43,39,38
maybelle,f,SEPULVEDA,10,Junior,87,33,67,45,70,50
maybelline,f,NUGENT,31,Adulte,59,54,79,90,100,40
mayim,f,PICKENS,10,Junior,94,67,41,38,48,85
mayme,f,MOSHER,31,Adulte,79,68,37,55,52,97
maynard,m,JOINER,19,Adulte,34,40,94,79,72,46
maynerd,m,STONER,26,Adulte,38,81,47,37,97,82
mayra,f,DOWLING,26,Adulte,65,46,74,52,73,54
mayson,m,TRIMBLE,20,Adulte,71,51,65,77,67,80
mayte,f,VALDES,28,Adulte,71,99,63,80,66,48
mazin,m,CHEEK,21,Adulte,65,73,39,34,77,85
mckayla,f,SCRUGGS,15,Junior,44,68,79,53,46,62
mckenna,f,COY,13,Junior,43,43,54,59,57,61
mckenzie,m,TILLEY,27,Adulte,72,44,37,32,42,86
méabh,f,BARNEY,28,Adulte,89,51,47,50,59,74
meadhbh,f,SAYLOR,10,Junior,64,68,86,94,80,63
meadow,f,NAGY,11,Junior,56,39,80,47,79,40
meagan,f,HORVATH,25,Adulte,59,51,69,97,71,36
meaghan,f,LAI,34,Adulte,81,61,71,92,76,89
meallán,m,COREY,28,Adulte,94,72,86,81,79,75
meave,f,RUTH,32,Adulte,87,50,53,62,85,62
meaveen,f,SAUER,15,Junior,44,72,50,72,51,89
mechteld,f,BARON,30,Adulte,93,75,33,51,97,48
mechtilde,f,THAO,25,Adulte,72,76,77,67,55,89
medb,f,ROWELL,10,Junior,36,34,69,81,66,100
medea,f,GRUBBS,11,Junior,41,58,76,73,66,63
media,f,SCHAEFFER,14,Junior,36,82,73,34,42,42
medusa,f,HILLMAN,15,Junior,92,34,67,47,30,63
meena,f,SAMS,33,Adulte,48,67,88,44,44,86
meera,f,HOGUE,31,Adulte,90,31,93,91,74,51
mefodi,m,HUTSON,11,Junior,69,46,47,57,93,86
meg,f,BUSBY,29,Adulte,94,30,46,83,51,67
megan,f,NICKERSON,10,Junior,53,45,94,91,39,60
meghan,f,BRUNER,27,Adulte,36,34,76,39,48,48
mehalia,f,PARHAM,28,Adulte,82,78,72,64,92,40
mehetabel,f,RENDON,17,Junior,88,37,79,34,94,97
mehitabel,f,ANDERS,14,Junior,78,44,46,81,48,73
mehmed,m,LOMBARDO,34,Adulte,61,99,96,77,85,86
mehmet,m,IVERSON,18,Adulte,94,76,87,66,88,53
mehmud,m,KINSEY,30,Adulte,78,97,90,57,30,57
mehrdad,m,EARL,35,Adulte,56,100,56,58,77,52
mei,f,BORDEN,25,Adulte,64,53,32,47,58,64
meical,m,TITUS,28,Adulte,55,38,90,60,76,60
meike,f,JEAN,19,Adulte,90,99,64,55,58,68
meinard,m,TELLEZ,34,Adulte,66,48,60,33,36,62
meinhard,m,BEAVERS,35,Adulte,65,60,46,49,66,63
meinir,f,CORNETT,20,Adulte,83,43,87,68,68,37
meinrad,m,SOTELO,18,Adulte,51,41,69,51,99,31
meinwen,f,KELLOGG,15,Junior,97,93,68,73,58,61
meir,m,SILVERMAN,15,Junior,79,77,81,38,61,56
meirion,m,BURNHAM,25,Adulte,77,45,72,99,64,88
meiriona,f,MCNAIR,18,Adulte,66,40,94,84,68,42
mel,m,JERNIGAN,23,Adulte,72,72,66,63,90,46
melaina,f,ESCAMILLA,13,Junior,42,67,64,74,60,67
melania,f,BARROW,19,Adulte,58,67,97,51,81,100
mélanie,f,COATS,28,Adulte,94,59,40,51,100,81
melanie,f,LONDON,14,Junior,48,60,100,78,98,52
melany,f,REDDING,33,Adulte,83,57,54,33,61,90
melba,f,RUFFIN,29,Adulte,93,77,48,81,60,39
melchior,m,YI,25,Adulte,39,64,38,99,50,80
melchiorre,m,BOUDREAUX,10,Junior,61,70,50,91,37,74
melchor,m,GOODSON,28,Adulte,50,98,83,86,95,75
mele,f,DOWELL,20,Adulte,70,71,33,100,87,75
melek (1),m,FENTON,21,Adulte,70,32,62,35,63,64
melek (2),f,MOCK,25,Adulte,59,78,82,38,94,33
melesina,f,DOZIER,28,Adulte,70,34,31,53,51,98
melete,f,BYNUM,10,Junior,75,60,52,68,53,64
melia (1),f,GALE,12,Junior,55,97,44,46,52,39
melia (2),f,JOLLY,15,Junior,59,32,66,65,98,87
melicent,f,BECKMAN,18,Adulte,93,32,64,83,93,73
melina,f,GODDARD,32,Adulte,98,38,97,45,94,76
melinda,f,CRAVEN,24,Adulte,52,81,83,37,42,32
meliora,f,WHITMORE,12,Junior,65,55,55,89,93,74
melisa,f,LEARY,26,Adulte,81,31,34,59,66,30
mélissa,f,MCCLOUD,14,Junior,80,97,91,65,32,68
melissa,f,GAMBOA,16,Junior,43,33,98,93,91,72
melita,f,KERNS,12,Junior,97,33,59,97,65,61
melitta,f,BRUNNER,32,Adulte,31,79,30,77,96,92
mellan,m,NEGRON,32,Adulte,73,33,32,76,49,50
melle,f,HOUGH,16,Junior,77,47,76,89,39,62
mellony,f,CUTLER,12,Junior,46,61,97,60,62,59
melody,f,LEDESMA,24,Adulte,74,89,69,64,86,94
melor,m,PYLE,26,Adulte,89,43,96,83,95,94
melpomene,f,MONAHAN,22,Adulte,99,91,92,69,46,85
melva,f,TABOR,11,Junior,36,57,90,36,80,85
melville,m,BURK,25,Adulte,71,63,68,91,64,57
melvin,m,LEONE,32,Adulte,55,56,96,56,47,96
melvyn,m,STAUFFER,32,Adulte,58,46,38,44,65,87
melyssa,f,HAYWARD,17,Junior,88,47,78,81,80,39
menachem,m,DRIVER,21,Adulte,63,53,66,69,72,52
menahem,m,RUFF,17,Junior,83,94,99,49,39,44
menashe,m,TALBOT,27,Adulte,86,41,56,60,50,93
mendel,m,SEALS,11,Junior,61,53,65,71,61,84
menelaus,m,BOSTON,28,Adulte,63,42,76,87,74,96
menes,m,CARBAJAL,23,Adulte,84,76,61,82,96,100
menno,m,FAY,34,Adulte,46,79,69,69,42,91
menuha,f,PURDY,25,Adulte,52,41,68,56,63,58
meraud,f,MCGREGOR,26,Adulte,43,79,56,41,65,49
mercedes,f,SUN,11,Junior,81,56,51,91,46,41
mercia,f,ORELLANA,21,Adulte,32,67,97,72,62,33
mercury,m,GENTILE,12,Junior,58,64,85,57,80,88
mercy,f,MAHAN,33,Adulte,47,79,72,96,72,97
meredith,m,BROWER,33,Adulte,96,37,41,31,54,77
mererid,f,PATINO,12,Junior,34,63,31,61,93,48
merete,f,THURSTON,31,Adulte,45,79,76,96,44,86
merfyn,m,SHIPMAN,35,Adulte,70,34,70,39,39,42
merideth,f,TORREZ,10,Junior,38,97,42,32,53,85
meriel,f,AARON,10,Junior,53,72,99,82,100,41
merilyn,f,WEINER,35,Adulte,59,93,55,44,98,76
merita,f,CALL,11,Junior,83,92,57,84,45,91
meriwether,m,WILBURN,18,Adulte,58,97,73,77,33,58
merla,f,OLIVA,34,Adulte,94,89,77,64,71,47
merle,f,HAIRSTON,25,Adulte,38,96,46,58,52,86
merletta,f,COLEY,13,Junior,73,83,70,92,39,62
merlin,m,HUMMEL,11,Junior,75,45,94,41,40,32
merlyn,m,ARREOLA,33,Adulte,35,48,81,97,99,56
merrick,m,WATT,18,Adulte,51,55,81,76,68,50
merrill,m,SHARMA,30,Adulte,34,67,92,78,34,100
merrilyn,f,LENTZ,17,Junior,33,69,64,83,71,95
merrion,m,ARCE,16,Junior,77,43,81,36,36,94
merritt,m,POWER,31,Adulte,50,75,31,46,62,37
merry,f,LONGORIA,31,Adulte,88,47,73,68,56,80
merten,m,WAGONER,34,Adulte,31,98,99,78,58,90
merton,m,BURR,11,Junior,66,55,85,76,49,62
merv,m,HSU,17,Junior,78,61,58,51,75,48
mervin,m,TINSLEY,19,Adulte,52,40,98,31,53,35
mervyn,m,BEEBE,26,Adulte,80,53,85,79,95,45
meryem,f,WRAY,32,Adulte,46,89,74,47,69,32
meryl,f,NUNN,27,Adulte,94,43,89,37,75,82
meshach,m,PRIETO,33,Adulte,85,46,70,91,43,32
meshulam,m,GERMAN,25,Adulte,97,56,49,32,95,34
meshullam,m,ROWLEY,12,Junior,95,43,68,73,70,42
meta,f,GRUBB,32,Adulte,89,38,98,88,98,43
methoataske,f,BRITO,23,Adulte,96,58,40,47,64,43
methodius,m,ROYAL,24,Adulte,41,50,79,99,69,80
methuselah,m,VALENTIN,32,Adulte,60,87,70,77,40,50
metin,m,BARTHOLOMEW,19,Adulte,72,68,73,98,76,76
metody,m,SCHULER,34,Adulte,55,33,88,65,64,40
mette,f,ARANDA,27,Adulte,40,36,31,97,88,49
meuric,m,FLINT,18,Adulte,46,31,75,50,77,54
meurig,m,HEARN,20,Adulte,30,48,76,38,41,43
meyer,m,VENEGAS,12,Junior,97,33,74,61,44,50
mhairi,f,UNGER,35,Adulte,85,100,64,81,89,64
mia,f,MATTINGLY,12,Junior,62,62,53,30,57,31
mica,f,BOLES,12,Junior,100,30,84,51,98,46
micaela,f,CASAS,27,Adulte,99,52,37,72,39,52
micah,m,BARGER,11,Junior,67,66,57,94,63,77
micaiah,m,JULIAN,26,Adulte,58,61,66,63,88,60
micajah,m,DOW,15,Junior,68,37,76,55,90,96
michaël,m,DOBBINS,22,Adulte,30,92,42,61,86,46
michael,m,VANN,32,Adulte,40,73,68,45,68,79
michaela,f,CHESTER,13,Junior,31,95,94,53,36,88
michal (1),m,STRANGE,29,Adulte,63,55,67,31,51,80
michal (2),f,LEMON,22,Adulte,91,64,43,85,90,66
michalina,f,KAHN,11,Junior,47,57,66,94,36,98
michayla,f,MCKINNON,30,Adulte,90,78,65,60,87,77
mícheál,m,GANNON,33,Adulte,100,87,93,86,89,97
mìcheal,m,WAGGONER,29,Adulte,93,94,40,60,39,53
micheal,m,CONN,23,Adulte,89,65,82,32,78,86
micheil,m,MEEK,25,Adulte,86,94,51,89,39,93
michel,m,CAVAZOS,24,Adulte,47,61,69,65,58,89
michela,f,SKELTON,17,Junior,72,40,100,75,52,99
michelangela,f,LO,21,Adulte,35,79,33,45,58,99
michelangelo,m,KUMAR,18,Adulte,57,38,63,82,83,68
michèle,f,TOLEDO,34,Adulte,87,49,86,31,48,47
michele,m,LORENZ,23,Adulte,86,52,89,79,86,62
michelina,f,VALLEJO,26,Adulte,36,89,44,33,58,74
micheline,f,STARKEY,10,Junior,89,76,68,79,65,42
michelle,f,KITCHEN,20,Adulte,94,77,91,77,39,84
michelyne,f,REAVES,12,Junior,80,94,57,31,41,77
michi,f,DEMARCO,27,Adulte,80,44,33,54,36,51
michiel,m,FARRAR,31,Adulte,49,76,74,76,84,65
michiko,f,STEARNS,26,Adulte,34,89,67,34,74,39
michjo,m,MICHAUD,31,Adulte,80,35,43,39,87,89
mick,m,HIGGINBOTHAM,30,Adulte,50,69,90,42,69,59
mickey,m,FERNANDES,17,Junior,66,31,80,34,79,82
mictlantecuhtli,m,ISAACS,16,Junior,39,30,38,39,34,75
midas,m,MARION,12,Junior,84,83,57,70,46,72
midge,f,GUILLORY,29,Adulte,75,31,60,33,87,40
midori,f,PRIEST,24,Adulte,35,69,55,67,93,56
mieczyslaw,m,MEEHAN,12,Junior,96,50,68,53,36,77
mieke,f,OLIVEIRA,23,Adulte,45,80,83,45,100,49
miela,f,PALMA,15,Junior,32,82,76,75,94,88
mieszko,m,OSWALD,29,Adulte,43,49,70,56,68,55
mignon,f,LOOMIS,24,Adulte,69,44,66,74,33,80
miguel,m,GALVEZ,34,Adulte,74,45,60,69,75,81
miguela,f,LIND,24,Adulte,63,89,51,82,99,71
miha,m,MENA,12,Junior,59,46,36,71,30,78
mihael,m,STCLAIR,11,Junior,96,40,97,53,35,40
mihaela,f,HINDS,23,Adulte,49,76,53,91,70,57
mihai,m,REARDON,20,Adulte,79,77,36,80,84,82
mihaita,m,ALLEY,30,Adulte,34,54,94,82,93,93
mihajlo,m,BARTH,16,Junior,40,74,85,45,70,38
mihály,m,CROOK,14,Junior,41,73,64,43,33,60
mihammad,m,BLISS,15,Junior,77,69,85,47,48,55
mihangel,m,NAGEL,23,Adulte,66,64,44,80,36,71
mihhaelo,m,BANUELOS,33,Adulte,69,48,86,100,49,59
miia,f,PARISH,19,Adulte,44,98,35,33,69,32
miina,f,HARMAN,28,Adulte,95,30,34,45,48,47
mika,m,DOUGLASS,24,Adulte,31,41,71,82,78,31
mikael,m,KEARNS,22,Adulte,59,84,67,39,95,30
mikaela,f,NEWCOMB,14,Junior,38,96,32,60,39,63
mikala,m,MULLIGAN,18,Adulte,85,49,90,90,72,72
mikayla,f,COUGHLIN,16,Junior,92,94,90,72,87,51
mike,m,WAY,28,Adulte,47,72,60,40,99,77
mikel,m,FOURNIER,18,Adulte,73,52,75,40,60,55
mikelo,m,LAWLER,15,Junior,37,37,38,91,51,46
mikhail,m,KAMINSKI,35,Adulte,87,58,82,74,62,86
mikhaila,f,BARBOUR,14,Junior,60,96,76,77,56,42
mikhailo,m,SOUSA,18,Adulte,99,36,31,95,58,81
miki,f,STUMP,16,Junior,86,89,97,46,62,32
mikkel,m,ALANIZ,20,Adulte,31,62,55,63,78,85
mikko,m,IRELAND,30,Adulte,49,83,35,56,65,40
miklós,m,RUDD,14,Junior,73,61,90,35,67,66
mikolaj,m,CARNES,24,Adulte,57,45,37,64,60,84
mikolás,m,LUNDY,25,Adulte,66,65,79,81,64,32
miksa,m,GODINEZ,24,Adulte,48,89,73,79,70,74
mikula,m,PULIDO,20,Adulte,76,65,32,33,45,45
mikulás,m,DENNISON,20,Adulte,81,34,64,32,52,49
mila,f,BURDICK,20,Adulte,34,79,90,38,84,88
milada,f,BAUMANN,25,Adulte,81,39,82,54,73,74
milagros,f,DOVE,26,Adulte,81,84,65,49,85,97
milan,m,STODDARD,23,Adulte,59,30,83,76,53,81
milana,f,LIANG,16,Junior,78,42,50,36,58,37
milburga,f,DENT,22,Adulte,73,77,62,35,42,47
milburn,m,ROARK,11,Junior,60,49,71,77,42,64
mildred,f,MCMAHAN,12,Junior,59,32,70,39,88,35
milena,f,BOWSER,10,Junior,93,45,99,89,88,79
miles,m,PARNELL,15,Junior,38,61,95,40,82,91
milford,m,MAYBERRY,15,Junior,82,65,52,34,75,74
millard,m,WAKEFIELD,10,Junior,61,67,33,67,78,74
millicent,f,ARNDT,14,Junior,71,35,68,98,47,59
millie,f,OGLE,28,Adulte,45,93,61,34,45,47
milo,m,WORTHINGTON,35,Adulte,33,73,90,74,39,74
milogost,m,DURBIN,23,Adulte,34,83,49,66,66,48
milos,m,ESCALANTE,13,Junior,57,74,83,55,92,31
miloslav,m,PEDERSON,29,Adulte,98,99,73,34,53,88
miloslava,f,WELDON,28,Adulte,62,91,85,98,88,75
miloslaw,m,VICK,27,Adulte,45,85,77,63,52,76
milosz,m,KNOTT,32,Adulte,68,89,31,70,69,44
miltiades,m,RYDER,12,Junior,30,88,87,52,82,100
milton,m,ZARATE,33,Adulte,37,68,46,72,94,43
mimi,f,IRVING,29,Adulte,33,62,75,93,81,55
mina,f,CLEMENS,22,Adulte,68,32,90,56,100,63
minako,f,SHELLEY,17,Junior,89,42,59,50,90,62
mindy,f,SALTER,34,Adulte,77,88,40,32,52,60
minerva,f,JACK,29,Adulte,40,67,69,59,63,45
ming,m,CLOUD,28,Adulte,55,51,60,58,50,93
minh,m,DASILVA,14,Junior,47,65,51,61,63,59
minna,f,MUHAMMAD,15,Junior,89,68,89,48,41,51
minnie,f,SQUIRES,11,Junior,56,32,35,97,98,99
minoru,m,RAPP,34,Adulte,67,100,57,96,67,34
minta,f,DAWKINS,35,Adulte,44,76,83,97,85,71
minty,f,POLANCO,18,Adulte,49,61,80,40,97,64
miquel,m,CHATMAN,29,Adulte,30,68,62,66,61,55
mira,f,MAIER,20,Adulte,31,71,67,91,87,88
mirabella,f,YAZZIE,32,Adulte,46,82,37,31,65,94
mirabelle,f,GRUBER,35,Adulte,92,82,72,34,90,59
miracle,f,STATON,14,Junior,61,32,34,87,73,83
miranda,f,BLACKMAN,23,Adulte,54,69,75,65,33,37
mircea,m,MCDONNELL,34,Adulte,66,41,70,55,56,38
mireia,f,DYKES,13,Junior,80,69,60,43,54,55
mireille,f,LAWS,17,Junior,83,86,50,58,97,80
mireio,f,WHITTEN,27,Adulte,88,89,90,95,66,35
mirela,f,PFEIFFER,22,Adulte,99,84,98,75,74,73
mirele,f,VIDAL,22,Adulte,97,55,80,45,80,54
mirella,f,EARLY,11,Junior,54,62,100,89,80,36
mirembe,f,KELSEY,27,Adulte,42,54,52,73,31,57
miren,f,BAUGHMAN,12,Junior,32,72,66,48,89,96
miriam,f,DIAS,17,Junior,43,45,31,74,82,37
mirinda,f,STARNES,16,Junior,34,30,34,93,69,88
mirja,f,CRESPO,26,Adulte,53,48,30,68,37,48
mirjam,f,LOMBARDI,34,Adulte,98,32,92,79,70,51
mirjami,f,KILPATRICK,30,Adulte,88,56,44,78,78,47
mirko,m,DEATON,25,Adulte,86,78,72,47,56,92
mirna,f,SATTERFIELD,19,Adulte,33,78,81,45,83,73
miroslav,m,WILES,27,Adulte,31,62,50,80,91,46
miroslava,f,WEINSTEIN,31,Adulte,35,48,37,38,52,49
miroslaw,m,ROWAN,28,Adulte,32,82,31,36,92,65
miroslawa,f,DELOSSANTOS,29,Adulte,40,49,58,63,41,44
miruna,f,HAMBY,11,Junior,39,76,96,41,80,73
mirza,m,ESTEP,22,Adulte,48,44,74,31,86,86
misha,m,DAIGLE,18,Adulte,51,67,91,35,49,100
misi,m,ELAM,33,Adulte,54,78,46,92,38,59
mis'id,m,CREECH,21,Adulte,39,80,62,61,93,100
miska,m,HECK,10,Junior,88,58,32,70,79,84
missie,f,CHAVIS,35,Adulte,62,45,56,39,54,94
misti,f,ECHOLS,11,Junior,31,95,78,49,67,79
misty,f,FOSS,30,Adulte,85,52,96,41,59,50
mitch,m,TRAHAN,20,Adulte,95,80,89,80,50,36
mitchell,m,STRAUSS,14,Junior,77,84,68,56,66,86
mithra,m,VANHORN,24,Adulte,79,49,30,78,30,64
mitica,m,WINSLOW,11,Junior,71,53,77,42,70,42
mitsuko,f,REA,22,Adulte,75,35,61,33,58,80
mitxel,m,HEATON,14,Junior,44,62,31,41,88,66
mitya,m,FAIRCHILD,19,Adulte,57,59,49,59,96,90
mitzi,f,MINTON,28,Adulte,55,46,57,53,73,95
miyako,f,HITCHCOCK,29,Adulte,55,57,100,39,91,44
mnason,m,LINTON,17,Junior,67,38,88,49,33,36
mneme,f,HANDY,30,Adulte,46,80,31,39,95,84
mo,f,CROUSE,13,Junior,41,77,46,56,98,66
moa,f,COLES,31,Adulte,72,76,32,38,100,36
moana,f,UPTON,21,Adulte,62,44,33,73,78,88
modest,m,FOY,25,Adulte,65,54,71,32,78,39
modesta,f,HERRINGTON,25,Adulte,59,31,98,55,62,40
modeste,m,MCCLELLAND,32,Adulte,34,59,66,95,63,76
modestine,m,HWANG,10,Junior,99,76,45,43,100,60
modesto,m,RECTOR,26,Adulte,77,73,30,78,34,58
modestus,m,LUTHER,13,Junior,91,34,95,79,31,35
modesty,f,KRUGER,10,Junior,66,44,98,54,79,36
modya,m,SALCEDO,35,Adulte,67,63,96,51,51,89
mogens,m,CHANCE,27,Adulte,86,50,91,43,68,57
mohamed,m,GUNDERSON,35,Adulte,45,50,53,92,67,93
mohammad,m,THARP,20,Adulte,68,44,55,70,69,30
mohammed,m,GRIFFITHS,35,Adulte,93,60,63,31,76,88
mohan,m,GRAF,30,Adulte,71,69,36,51,64,52
mohana,f,BRANHAM,16,Junior,92,40,85,99,52,100
mohandas,m,HUMPHREYS,15,Junior,35,51,78,69,39,73
mohinder,m,RENNER,27,Adulte,88,98,34,73,64,75
mohini,f,LIMA,11,Junior,98,83,74,37,47,95
moira,f,ROONEY,12,Junior,76,83,38,80,41,74
moirrey,f,MOYA,20,Adulte,72,56,68,82,93,77
moisés,m,ALMEIDA,29,Adulte,52,69,94,94,82,59
moishe,m,GAVIN,10,Junior,84,69,98,83,89,96
mojisola,f,COBURN,24,Adulte,45,47,67,92,96,68
mokosh,f,OUELLETTE,21,Adulte,34,37,31,30,47,100
mollie,f,GOETZ,35,Adulte,88,72,99,46,69,67
molly,f,SEAY,12,Junior,40,88,49,97,76,72
mona (1),f,PARROTT,13,Junior,70,33,52,46,35,82
mona (2),f,HARMS,15,Junior,32,62,86,73,43,48
mona (3),f,ROBB,22,Adulte,50,80,62,56,99,74
monat,f,STOREY,22,Adulte,35,61,38,56,54,51
monday,f,BARBOSA,28,Adulte,72,52,94,55,34,47
monet,m,BARRAZA,29,Adulte,48,76,66,77,98,40
mongkut,m,LOYD,22,Adulte,67,87,60,49,89,54
mónica,f,MERCHANT,12,Junior,89,32,84,30,87,93
monica,f,DONOHUE,31,Adulte,97,34,77,97,60,69
monifa,f,CARRIER,10,Junior,63,43,36,71,72,99
mónika,f,DIGGS,18,Adulte,61,78,92,97,80,33
monika,f,CHASTAIN,30,Adulte,90,58,61,92,59,33
monique,f,SHERRILL,12,Junior,55,98,49,71,52,81
monna,f,WHIPPLE,21,Adulte,47,54,96,87,99,71
monroe,m,BRASWELL,14,Junior,95,47,86,42,90,93
monserrat,f,WEATHERS,35,Adulte,52,32,97,68,51,55
monta,f,LINDER,29,Adulte,100,76,66,38,32,52
montague,m,CHAPA,27,Adulte,58,55,59,31,72,76
montana,f,BOCK,17,Junior,67,87,58,81,51,61
monte,m,OH,12,Junior,83,48,46,83,93,92
montgomery,m,LOVELACE,16,Junior,47,87,95,89,50,66
montserrat,f,SAAVEDRA,30,Adulte,45,63,66,62,66,49
monty,m,FERRARA,31,Adulte,59,60,42,86,71,97
mór,f,CALLAWAY,27,Adulte,39,82,56,51,68,90
mora,f,SALMON,25,Adulte,78,69,64,48,87,72
morag,f,TEMPLETON,31,Adulte,85,84,99,41,51,64
morana,f,CHRISTY,10,Junior,52,32,57,68,58,30
moray,m,HARP,13,Junior,87,51,57,66,70,41
morcant,f,DOWD,25,Adulte,33,69,83,96,78,81
mordecai,m,FORRESTER,11,Junior,77,32,98,31,95,46
mordechai,m,LAWTON,30,Adulte,67,71,46,97,64,55
mordikai,m,EPSTEIN,20,Adulte,33,31,66,88,92,37
moreen,f,GANT,10,Junior,50,85,42,49,35,71
morgaine,f,TIERNEY,31,Adulte,49,85,40,50,84,74
morgan,m,SEAMAN,11,Junior,48,46,79,83,86,51
morgana,f,CORRAL,17,Junior,59,50,42,86,44,67
morgane,f,DOWDY,35,Adulte,77,55,44,96,79,36
moriah,f,ZARAGOZA,31,Adulte,96,64,80,62,90,68
